-642936.256495595 -1008519.6097054705
-642925.143973358 -1008504.5284253135
-642918.7939606681 -1008485.4783872142
-642908.4751900211 -1008452.140820533
-642897.3626678064 -1008430.7095276639
-642879.9001328722 -1008419.5970054492
-642862.4375979528 -1008409.2782348022
-642855.2938336581 -1008387.8469419479
-642851.3250757232 -1008374.3531649634
-642856.881336838 -1008352.1281205043
-642857.675088428 -1008321.9655601829
-642877.5188781172 -1008293.3905030265
-642891.0126551017 -1008271.1654585823
-642901.3314257413 -1008256.0841784254
-642907.6814384386 -1008239.4153950885
-642922.762718603 -1008225.127866514
-642934.6689924151 -1008214.8090958744
-642941.0190051198 -1008198.9340641126
-642955.3065336943 -1008190.9965482429
-642963.244049564 -1008172.7402617335
-642969.5940622687 -1008159.246484749
-642983.0878392458 -1008149.7214656919
-642998.9628710076 -1008145.752707757
-643007.6941384599 -1008129.0839244202
-643014.0441511646 -1008106.858879976
-643021.9816670418 -1008084.6338355243
-643028.3316797316 -1008065.583797425
-643033.8879408538 -1008053.6775236055
-643039.4442019686 -1008037.8024918512
-643042.6192083135 -1008017.1649505794
-643045.0004630834 -1008004.4649251774
-643043.4129599035 -1007981.4461291507
-643036.2691956162 -1007970.3336069211
-643029.1254313216 -1007958.4273331016
-643018.0129091069 -1007948.9023140594
-643012.4566479847 -1007933.8210338876
-643012.4566479847 -1007916.3584989682
-643016.4254059196 -1007899.6897156313
-643018.0129091069 -1007883.0209322944
-643018.8066606894 -1007866.3521489576
-643012.4566479847 -1007856.033378318
-643005.3128837049 -1007844.1271045059
-643002.1378773525 -1007828.252072759
-642994.2003614828 -1007817.1395505369
-642987.0565971956 -1007804.4395251349
-642988.644100368 -1007790.1519965604
-642972.7690686136 -1007782.2144806832
-642955.3065336943 -1007779.8332259208
-642934.6689924151 -1007775.070716396
-642917.2064574808 -1007769.5144552812
-642902.1251773313 -1007763.1644425839
-642883.868890807 -1007758.4019330591
-642866.4063558951 -1007756.8144298792
-642844.975063026 -1007759.195684649
-642826.7187765092 -1007763.1644425839
-642806.0812352374 -1007771.1019584611
-642791.793706663 -1007783.0082322732
-642775.1249233261 -1007792.5332513228
-642756.8686368167 -1007803.6457735449
-642740.9936050698 -1007815.552047357
-642728.2935796678 -1007829.0458243489
-642720.3560637906 -1007843.333352916
-642710.8310447335 -1007858.4146330804
-642701.3060256913 -1007867.93965213
-642690.9872550517 -1007875.8771679997
-642676.6997264698 -1007883.0209322944
-642660.0309431404 -1007886.1959386468
-642646.5371661559 -1007906.039728336
-642628.2808796391 -1007909.2147346735
-642609.2308415398 -1007913.9772442058
-642587.0057970881 -1007912.3897410333
-642567.1620074064 -1007917.9460021406
-642548.1119692996 -1007924.2960148454
-642527.4744280279 -1007926.6772696078
-642505.2493835762 -1007923.5022632554
-642483.0243391171 -1007923.5022632554
-642455.2430335656 -1007928.2647727877
-642431.4304859415 -1007928.2647727877
-642411.5866962522 -1007924.2960148454
-642395.7116644979 -1007913.1834926158
-642383.8053906858 -1007895.7209576964
-642378.2491295785 -1007880.6396775246
-642375.8678748161 -1007865.558397375
-642381.4241359308 -1007852.0646203831
-642390.9491549805 -1007840.158346571
-642400.4741740227 -1007827.458321169
-642411.5866962522 -1007817.9333021119
-642417.1429573596 -1007810.7895378321
-642433.8117407039 -1007796.5020092577
-642442.5430081636 -1007789.358244963
-642452.0680272132 -1007780.6269775033
-642460.0055430904 -1007771.1019584611
-642464.7680526152 -1007754.4331751242
-642460.7992946804 -1007740.9393981323
-642454.4492819756 -1007722.6831116155
-642444.9242629185 -1007705.2205766961
-642434.6054922864 -1007694.9018060565
-642422.6992184743 -1007695.6955576465
-642406.0304351375 -1007702.0455703363
-642389.3616518006 -1007708.3955830485
-642371.8991168737 -1007713.1580925733
-642356.8178367168 -1007719.5081052706
-642338.5615502 -1007723.4768632054
-642318.7177605107 -1007723.4768632054
-642306.0177351162 -1007717.1268505082
-642290.1427033618 -1007705.2205766961
-642277.4426779673 -1007687.7580417693
-642268.3145347089 -1007675.0580163673
-642255.6145092994 -1007667.1205004975
-642238.9457259625 -1007657.5954814479
-642225.4519489855 -1007647.2767108083
-642209.5769172236 -1007634.5766854063
-642193.7018854767 -1007622.6704115942
-642176.2393505499 -1007607.5891314298
-642157.983064048 -1007591.7140996829
-642141.3142807111 -1007575.839067936
-642123.0579941869 -1007561.7102896646
-642107.9767140299 -1007547.4227610976
-642095.2766886353 -1007536.310238868
-642076.2266505286 -1007519.6414555311
-642061.9391219541 -1007506.9414301366
-642042.8890838549 -1007491.0663983822
-642024.6327973455 -1007475.1913666353
-642003.2015044764 -1007458.5225832909
-641981.7702116147 -1007447.4100610763
-641961.1326703355 -1007436.2975388467
-641940.4951290637 -1007424.3912650272
-641921.4450909719 -1007418.0412523374
-641903.9825560376 -1007408.5162332803
-641888.1075242907 -1007397.4037110582
-641877.7887536585 -1007387.8786920011
