-643322.1520590484 -1007669.1842546165
-643312.6270399988 -1007717.867685318
-643297.8103436902 -1007773.95946417
-643277.7019701526 -1007817.3512176201
-643255.4769257009 -1007858.626300171
-643229.0185394511 -1007892.4930345714
-643195.1518050507 -1007923.1847626269
-643154.9350579455 -1007957.0514970273
-643115.7766463012 -1007977.1598705724
-643076.6182346493 -1007988.8015605137
-643031.1098103002 -1007997.268244125
-642983.484715037 -1007998.3265795708
-642939.0346261486 -1007994.0932377651
-642893.5262017921 -1007983.5098832697
-642848.0177774504 -1007966.5765160769
-642795.1010049433 -1007945.4098070711
-642740.0675615445 -1007924.2430980653
-642686.092453599 -1007906.2513954192
-642634.2340165451 -1007887.2013573274
-642591.9005985409 -1007873.4429964721
-642544.2755032927 -1007855.4512938261
-642490.3003953472 -1007834.2845848128
-642446.9086418971 -1007813.1178758144
-642400.3418820947 -1007790.8928313702
-642364.3584767953 -1007769.7261223644
-642324.1417296901 -1007744.3260715753
-642286.0416534841 -1007718.9260207713
-642250.0582481921 -1007689.2926281765
-642219.366520144 -1007664.9509128258
-642189.7331275418 -1007638.4925265685
-642157.983064048 -1007610.9758048728
-642129.4080068916 -1007584.5174186155
-642097.6579433829 -1007557.0006969199
-642055.3245253935 -1007517.8422852755
-642019.3411200941 -1007488.2088926733
-641985.4743856937 -1007462.8088418692
-641949.4909803942 -1007443.75880377
-641911.3909041956 -1007428.9421074688
-641870.1158216447 -1007418.3587529734
-641829.8990745321 -1007416.2420820743
-641784.3906501904 -1007418.3587529734
-641733.5905485898 -1007430.0004429147
-641688.0821242332 -1007441.6421328709
-641638.3403580934 -1007456.458829172
-641595.4777723625 -1007468.1005191132
-641555.2610252649 -1007478.6838736162
-641508.6942654699 -1007492.4422344714
-641461.0691702142 -1007501.9672535136
-641421.9107585698 -1007507.2589307651
-641374.2856633142 -1007508.3172662258
-641338.3022580147 -1007506.2005953193
-641301.2605172619 -1007495.6172408238
-641258.9270992652 -1007476.5672027245
-641226.118700318 -1007458.575500071
-641183.7852823138 -1007434.2337847203
-641138.2768579647 -1007407.7753984705
-641093.8267690614 -1007390.8420312628
-641050.4350156114 -1007380.2586767748
-641007.0432621613 -1007374.9669995233
-640964.7098441646 -1007379.2003413215
-640921.3180907145 -1007382.3753476739
-640868.4013182148 -1007384.492018573
-640797.4928430617 -1007386.6086894721
-640736.1093869656 -1007371.791993171
-640694.305136688 -1007354.8586259633
-640629.7466742322 -1007330.51691062
-640587.4132562354 -1007312.525207974
-640536.6131546274 -1007288.1834926158
-640484.7547175884 -1007269.133454524
-640430.7796096355 -1007246.9084100649
-640376.8045016825 -1007222.5666947216
-640322.8293937296 -1007199.2833148241
-640267.7959503382 -1007175.9999349192
-640220.1708550826 -1007156.9498968124
-640179.9541079849 -1007140.0165296197
-640132.3290127292 -1007126.2581687719
-640082.5872465894 -1007117.7914851606
-640028.6121386364 -1007118.8498206213
-639975.6953661367 -1007116.7331497222
-639923.8369290754 -1007109.3248015717
-639884.678517431 -1007096.6247761697
-639847.1076089591 -1007078.6330735236
-639816.415880911 -1007058.5246999636
-639784.6658174023 -1007038.4163264111
-639749.7407475635 -1007019.3662883192
-639719.0490195081 -1007000.3162502199
-639680.9489433095 -1006984.441218473
-639646.0238734484 -1006970.6828576177
-639611.0988036096 -1006964.3328449205
-639569.8237210587 -1006960.0995031223
-639531.7236448601 -1006956.9244967699
-639486.2152205035 -1006953.7494904175
-639449.1734797582 -1006949.5161486194
-639408.9567326531 -1006938.9327941164
-639367.6816501021 -1006921.9994269162
-639336.9899220616 -1006904.2193913609
-639305.2398585528 -1006880.9360114634
-639270.3147887066 -1006854.4776252061
-639237.5063897595 -1006824.8442326114
-639212.1063389555 -1006799.4441818073
-639182.4729463607 -1006777.2191373557
-639148.6062119529 -1006751.8190865517
-639116.856148459 -1006730.6523775607
-639085.1060849577 -1006711.6023394614
-639050.181015104 -1006691.4939659089
-639015.2559452578 -1006673.5022632554
-638972.9225272536 -1006662.91890876
-638933.7641156092 -1006653.3938897103
-638882.9640140012 -1006648.1022124588
-638839.5722605512 -1006643.8688706532
-638793.0055007488 -1006641.7521997616
-638749.0845795721 -1006637.7305250391
-638710.9845033735 -1006637.7305250391
-638661.2427372336 -1006636.6721896008
-638629.4926737323 -1006632.4388477951
-638589.2759266272 -1006628.205505997
-638562.2883726582 -1006623.9721641988
-638531.3320607394 -1006615.2408967391
-638497.9944940582 -1006600.9533681646
-638461.4819210395 -1006579.5220752954
-638417.0318321437 -1006546.1845086217
-638371.7879916579 -1006504.9094260707
-638343.6098103002 -1006477.2868708223
-638311.0659952015 -1006447.1243105009
-638271.3784158379 -1006410.6117374673
-638246.7721166238 -1006386.0054382607
-638222.1658174098 -1006364.574145399
-638198.3532697856 -1006341.5553493649
-638171.3657158092 -1006316.9490501508
-638143.5844102502 -1006293.1365025267
-638118.1843594462 -1006266.9427001327
-638088.0217991173 -1006239.9551461637
-638061.0342451483 -1006212.9675921798
-638036.4279459342 -1006194.7113056779
