-643469.7898543254 -1007645.4775405452
-643439.0981262699 -1007631.7191796824
-643395.7063728124 -1007622.1941606402
-643349.1396130174 -1007616.9024833962
-643309.981201373 -1007620.0774897411
-643280.3478087708 -1007626.4275024384
-643258.1227643192 -1007655.0025595874
-643243.3060680181 -1007677.2276040465
-643218.9643526748 -1007690.9859648868
-643180.8642764762 -1007702.627654843
-643134.2975166738 -1007716.3860156834
-643095.139105022 -1007726.9693701863
-643057.0390288234 -1007738.6110601425
-643014.7056108117 -1007736.4943892434
-642984.0138827711 -1007723.7943638414
-642943.7971356735 -1007708.9776675329
-642895.113704972 -1007705.8026611954
-642846.4302742705 -1007713.211009346
-642800.9218499139 -1007722.7360283956
-642749.06341286 -1007735.4360537902
-642697.2049758211 -1007741.7860664949
-642650.6382160187 -1007743.902737394
-642608.3047980219 -1007749.1944146454
-642574.4380636215 -1007761.89444004
-642543.7463355735 -1007779.8861426935
-642515.1712784097 -1007785.1778199449
-642495.062904872 -1007770.3611236364
-642482.36287947 -1007735.4360537902
-642465.4295122698 -1007702.627654843
-642448.4961450696 -1007671.935926795
-642420.9794233665 -1007647.5942114443
-642388.1710244194 -1007627.4858378917
-642343.7209355161 -1007608.435799785
-642299.2708466202 -1007589.3857616931
-642252.7040868178 -1007570.3357235938
-642213.5456751585 -1007555.5190272927
-642188.1456243694 -1007533.2939828411
-642165.9205799177 -1007495.193906635
-642136.2871873081 -1007439.1021277905
-642110.887136519 -1007388.3020261899
-642091.8370984197 -1007335.3852536827
-642072.7870603204 -1007283.5268166363
-642059.0286994576 -1007251.7767531425
-642025.1619650647 -1007218.9683541879
-641989.1785597578 -1007180.8682779819
-641957.4284962639 -1007155.4682271928
-641915.0950782597 -1007152.293220833
-641880.1700084135 -1007166.0515816882
-641848.4199449196 -1007181.9266134426
-641818.7865523174 -1007197.8016451895
-641787.0364888161 -1007226.3767023385
-641755.2864253074 -1007254.9517594948
-641718.2446845695 -1007287.760158442
-641672.7362602055 -1007318.45188649
-641632.5195131153 -1007344.9102727398
-641583.8360824138 -1007369.2519880831
-641531.9776453674 -1007392.5353679806
-641482.2358792052 -1007418.9937542453
-641449.4274802655 -1007432.7521150932
-641414.5024104118 -1007438.0437923372
-641368.9939860553 -1007425.3437669352
-641326.6605680659 -1007398.8853806928
-641289.6188273132 -1007375.6020007953
-641249.9312479347 -1007359.7269690409
-641215.0061780885 -1007348.0852790847
-641165.2644119337 -1007340.6769309342
-641108.1142976359 -1007332.2102473453
-641053.0808542371 -1007320.5685573891
-641002.2807526365 -1007312.1018737853
-640962.0640055314 -1007306.8101965338
-640915.497245729 -1007309.9852028936
-640865.7554795891 -1007316.3352155909
-640826.5970679373 -1007322.6852282807
-640809.6637007296 -1007341.7352663949
-640788.4969917387 -1007371.3686589822
-640768.3886181787 -1007395.7103743404
-640745.1052382812 -1007415.818747893
-640710.180168435 -1007420.0520896837
-640672.0800922364 -1007413.7020769939
-640646.6800414398 -1007398.8853806928
-640611.7549715787 -1007377.7186716944
-640578.946572639 -1007355.4936272427
-640546.1381736845 -1007332.2102473453
-640518.6214519814 -1007313.1602092385
-640483.6963821352 -1007301.5185192898
-640444.5379704759 -1007297.2851774916
-640394.7962043285 -1007281.4101457372
-640346.6419413611 -1007259.185101293
-640284.2001498044 -1007235.9017213881
-640218.5833519101 -1007208.3849996924
-640169.8999212086 -1007186.1599552333
-640112.7498069108 -1007163.9349107891
-640072.5330598131 -1007163.9349107891
-640023.8496291041 -1007169.2265880406
-639974.1078629568 -1007192.5099679381
-639938.1244576573 -1007198.8599806353
-639894.7327042073 -1007182.9849488884
-639836.5242544487 -1007160.7599044442
-639791.015830107 -1007137.4765245318
-639764.5574438497 -1007117.3681509942
-639744.4490703121 -1007083.713083677
-639723.2823612988 -1007046.6713429242
-639707.4073295519 -1007024.44629848
-639682.0072787479 -1007001.1629185826
-639651.3155507073 -1006985.2878868282
-639619.565487206 -1006979.9962095767
-639586.7570882514 -1006986.3462222815
-639564.5320438072 -1007005.3962603733
-639544.4236702546 -1007028.6796402708
-639520.0819549114 -1007040.321330227
-639485.1568850577 -1007041.3796656728
-639451.2901506573 -1007024.44629848
-639408.9567326531 -1007000.1045831218
-639359.2149665058 -1006970.4711905271
-639328.5232384503 -1006947.1878106296
-639281.9564786553 -1006904.8543926254
-639249.1480797008 -1006876.279335469
-639195.1729717478 -1006841.3542656302
-639148.6062119454 -1006811.720873028
-639110.5061357543 -1006791.8241665661
-639067.1143823043 -1006768.5407866687
-639035.3643187955 -1006749.4907485619
-638995.1475717053 -1006741.0240649655
-638941.1724637523 -1006731.4990459085
-638895.134871684 -1006724.0906977654
-638828.459738329 -1006714.5656787157
-638771.3096240312 -1006702.923988767
-638714.1595097333 -1006683.8739506677
-638660.1844017804 -1006665.8822480217
-638613.617641978 -1006646.8322099149
-638563.8758758232 -1006634.1321845129
-638514.1341096759 -1006622.4904945716
-638470.7423562258 -1006602.3821210191
-638440.0506281704 -1006578.0404056683
-638408.3005646765 -1006554.7570257708
-638378.6671720743 -1006537.8236585706
-638339.5087604225 -1006532.5319813192
-638309.8753678277 -1006545.2320067212
-638287.6503233761 -1006571.6903929636
-638256.958595328 -1006597.0904437676
-638219.9168545753 -1006625.6655009165
-638181.8167783767 -1006655.2988935187
-638147.9500439763 -1006680.6989443228
-638093.9749360308 -1006707.1573305726
-638043.1748344228 -1006715.624014169
